"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of households with a cellular data plan and no"
"06037191610, CA","06037191610","=""06037191610""","11.86"
"06037620201, CA","06037620201","=""06037620201""","4.31"
"06037139303, CA","06037139303","=""06037139303""","7.35"
"06037192610, CA","06037192610","=""06037192610""","16.29"
"06037128303, CA","06037128303","=""06037128303""","26.72"
"06037207102, CA","06037207102","=""06037207102""","6.92"
"06037122121, CA","06037122121","=""06037122121""","7.64"
"06037218800, CA","06037218800","=""06037218800""","13.75"
"06037209200, CA","06037209200","=""06037209200""","6.42"
"06037228210, CA","06037228210","=""06037228210""","21.64"
"06037534404, CA","06037534404","=""06037534404""","13.83"
"06037216401, CA","06037216401","=""06037216401""","4.32"
"06037301204, CA","06037301204","=""06037301204""","8.81"
"06037221900, CA","06037221900","=""06037221900""","11.42"
"06037186202, CA","06037186202","=""06037186202""","12.66"
"06037239701, CA","06037239701","=""06037239701""","18.94"
"06037210010, CA","06037210010","=""06037210010""","10.68"
"06037573004, CA","06037573004","=""06037573004""","6.77"
"06037191820, CA","06037191820","=""06037191820""","5.45"
"06037191810, CA","06037191810","=""06037191810""","7.78"
"06037701202, CA","06037701202","=""06037701202""","7.30"
"06037228710, CA","06037228710","=""06037228710""","22.31"
"06037190301, CA","06037190301","=""06037190301""","7.67"
"06037228720, CA","06037228720","=""06037228720""","17.62"
"06037575102, CA","06037575102","=""06037575102""","8.87"
"06037534802, CA","06037534802","=""06037534802""","19.29"
"06037195802, CA","06037195802","=""06037195802""","33.05"
"06037186404, CA","06037186404","=""06037186404""","16.84"
"06037575202, CA","06037575202","=""06037575202""","22.49"
"06037297201, CA","06037297201","=""06037297201""","12.54"
"06037533701, CA","06037533701","=""06037533701""","12.56"
"06037125401, CA","06037125401","=""06037125401""","2.58"
"06037264102, CA","06037264102","=""06037264102""","3.70"
"06037238310, CA","06037238310","=""06037238310""","19.03"
"06037189101, CA","06037189101","=""06037189101""","2.81"
"06037571703, CA","06037571703","=""06037571703""","15.02"
"06037199201, CA","06037199201","=""06037199201""","13.77"
"06037213402, CA","06037213402","=""06037213402""","9.45"
"06037120108, CA","06037120108","=""06037120108""","2.80"
"06037197600, CA","06037197600","=""06037197600""","10.44"
"06037218210, CA","06037218210","=""06037218210""","9.22"
"06037534406, CA","06037534406","=""06037534406""","24.25"
"06037534302, CA","06037534302","=""06037534302""","15.47"
"06037533203, CA","06037533203","=""06037533203""","25.06"
"06037265510, CA","06037265510","=""06037265510""","10.59"
"06037211420, CA","06037211420","=""06037211420""","12.12"
"06037294820, CA","06037294820","=""06037294820""","24.03"
"06037221500, CA","06037221500","=""06037221500""","23.66"
"06037191120, CA","06037191120","=""06037191120""","8.02"
"06037232110, CA","06037232110","=""06037232110""","23.36"
"06037183610, CA","06037183610","=""06037183610""","23.14"
"06037117408, CA","06037117408","=""06037117408""","26.81"
"06037302504, CA","06037302504","=""06037302504""","7.87"
"06037195803, CA","06037195803","=""06037195803""","18.17"
"06037212900, CA","06037212900","=""06037212900""","13.82"
"06037533201, CA","06037533201","=""06037533201""","15.53"
"06037239801, CA","06037239801","=""06037239801""","31.69"
"06037221601, CA","06037221601","=""06037221601""","11.95"
"06037534804, CA","06037534804","=""06037534804""","23.16"
"06037201504, CA","06037201504","=""06037201504""","12.52"
"06037224200, CA","06037224200","=""06037224200""","5.43"
"06037554103, CA","06037554103","=""06037554103""","7.89"
"06037531604, CA","06037531604","=""06037531604""","13.61"
"06037228220, CA","06037228220","=""06037228220""","13.88"
"06037211122, CA","06037211122","=""06037211122""","8.84"
"06037189902, CA","06037189902","=""06037189902""","4.10"
"06037127520, CA","06037127520","=""06037127520""","16.61"
"06037576904, CA","06037576904","=""06037576904""","8.33"
"06037600303, CA","06037600303","=""06037600303""","10.31"
"06037554104, CA","06037554104","=""06037554104""","7.46"
"06037120030, CA","06037120030","=""06037120030""","3.68"
"06037218702, CA","06037218702","=""06037218702""","17.11"
"06037134305, CA","06037134305","=""06037134305""","20.35"
"06037221210, CA","06037221210","=""06037221210""","15.10"
"06037224420, CA","06037224420","=""06037224420""","18.73"
"06037239602, CA","06037239602","=""06037239602""","15.23"
"06037212610, CA","06037212610","=""06037212610""","7.24"
"06037215101, CA","06037215101","=""06037215101""","4.33"
"06037134521, CA","06037134521","=""06037134521""","20.35"
"06037139503, CA","06037139503","=""06037139503""","7.89"
"06037208610, CA","06037208610","=""06037208610""","21.84"
"06037275101, CA","06037275101","=""06037275101""","1.70"
"06037575902, CA","06037575902","=""06037575902""","9.23"
"06037195902, CA","06037195902","=""06037195902""","19.60"
"06037239320, CA","06037239320","=""06037239320""","16.51"
"06037533300, CA","06037533300","=""06037533300""","11.75"
"06037533103, CA","06037533103","=""06037533103""","25.28"
"06037533107, CA","06037533107","=""06037533107""","27.81"
"06037214400, CA","06037214400","=""06037214400""","1.92"
"06037533104, CA","06037533104","=""06037533104""","22.43"
"06037208402, CA","06037208402","=""06037208402""","12.45"
"06037192510, CA","06037192510","=""06037192510""","9.91"
"06037302004, CA","06037302004","=""06037302004""","11.23"
"06037541606, CA","06037541606","=""06037541606""","18.66"
"06037124902, CA","06037124902","=""06037124902""","5.48"
"06037139302, CA","06037139302","=""06037139302""","7.03"
"06037236203, CA","06037236203","=""06037236203""","18.75"
"06037540400, CA","06037540400","=""06037540400""","20.14"
"06037213202, CA","06037213202","=""06037213202""","10.41"
"06037269904, CA","06037269904","=""06037269904""","7.08"
"06037237500, CA","06037237500","=""06037237500""","25.06"
"06037228320, CA","06037228320","=""06037228320""","14.10"
"06037117510, CA","06037117510","=""06037117510""","11.47"
"06037195804, CA","06037195804","=""06037195804""","12.46"
"06037265602, CA","06037265602","=""06037265602""","6.05"
"06037554105, CA","06037554105","=""06037554105""","14.13"
"06037293307, CA","06037293307","=""06037293307""","19.15"
"06037213201, CA","06037213201","=""06037213201""","12.81"
"06037269601, CA","06037269601","=""06037269601""","2.80"
"06037533202, CA","06037533202","=""06037533202""","20.99"
"06037221710, CA","06037221710","=""06037221710""","16.79"
"06037119341, CA","06037119341","=""06037119341""","9.12"
"06037302503, CA","06037302503","=""06037302503""","10.49"
"06037117520, CA","06037117520","=""06037117520""","19.78"
"06037189201, CA","06037189201","=""06037189201""","4.99"
"06037124105, CA","06037124105","=""06037124105""","7.32"
"06037211802, CA","06037211802","=""06037211802""","6.92"
"06037124104, CA","06037124104","=""06037124104""","7.53"
"06037123204, CA","06037123204","=""06037123204""","11.47"
"06037124204, CA","06037124204","=""06037124204""","11.73"
"06037124203, CA","06037124203","=""06037124203""","4.79"
"06037192420, CA","06037192420","=""06037192420""","2.80"
"06037124103, CA","06037124103","=""06037124103""","8.84"
"06037234901, CA","06037234901","=""06037234901""","12.00"
"06037237720, CA","06037237720","=""06037237720""","13.80"
"06037190801, CA","06037190801","=""06037190801""","8.80"
"06037208620, CA","06037208620","=""06037208620""","10.57"
"06037207103, CA","06037207103","=""06037207103""","8.74"
"06037533702, CA","06037533702","=""06037533702""","19.24"
"06037602506, CA","06037602506","=""06037602506""","15.98"
"06037231710, CA","06037231710","=""06037231710""","23.66"
"06037576903, CA","06037576903","=""06037576903""","8.16"
"06037573002, CA","06037573002","=""06037573002""","15.92"
"06037602505, CA","06037602505","=""06037602505""","12.29"
"06037576403, CA","06037576403","=""06037576403""","15.21"
"06037576402, CA","06037576402","=""06037576402""","8.16"
"06037576401, CA","06037576401","=""06037576401""","14.03"
"06037575402, CA","06037575402","=""06037575402""","16.08"
"06037576302, CA","06037576302","=""06037576302""","10.54"
"06037602507, CA","06037602507","=""06037602507""","15.20"
"06037203720, CA","06037203720","=""06037203720""","11.20"
"06037231210, CA","06037231210","=""06037231210""","13.58"
"06037602504, CA","06037602504","=""06037602504""","12.59"
"06037204820, CA","06037204820","=""06037204820""","3.91"
"06037575802, CA","06037575802","=""06037575802""","11.88"
"06037190510, CA","06037190510","=""06037190510""","9.17"
"06037294810, CA","06037294810","=""06037294810""","19.41"
"06037534403, CA","06037534403","=""06037534403""","7.98"
"06037221120, CA","06037221120","=""06037221120""","17.56"
"06037535503, CA","06037535503","=""06037535503""","22.71"
"06037214901, CA","06037214901","=""06037214901""","3.46"
"06037124903, CA","06037124903","=""06037124903""","5.44"
"06037213310, CA","06037213310","=""06037213310""","9.07"
"06037191410, CA","06037191410","=""06037191410""","21.39"
"06037213320, CA","06037213320","=""06037213320""","13.21"
"06037265305, CA","06037265305","=""06037265305""","4.25"
"06037576503, CA","06037576503","=""06037576503""","11.27"
"06037272202, CA","06037272202","=""06037272202""","3.46"
"06037183820, CA","06037183820","=""06037183820""","36.40"
"06037192520, CA","06037192520","=""06037192520""","9.24"
"06037209300, CA","06037209300","=""06037209300""","11.75"
"06037576502, CA","06037576502","=""06037576502""","11.00"
"06037209102, CA","06037209102","=""06037209102""","16.89"
"06037221810, CA","06037221810","=""06037221810""","18.37"
"06037204420, CA","06037204420","=""06037204420""","13.14"
"06037204200, CA","06037204200","=""06037204200""","13.62"
"06037207101, CA","06037207101","=""06037207101""","6.48"
"06037533106, CA","06037533106","=""06037533106""","15.04"
"06037204410, CA","06037204410","=""06037204410""","13.08"
"06037195901, CA","06037195901","=""06037195901""","17.67"
"06037269602, CA","06037269602","=""06037269602""","6.03"
"06037224320, CA","06037224320","=""06037224320""","19.47"
"06037139504, CA","06037139504","=""06037139504""","7.11"
"06037576501, CA","06037576501","=""06037576501""","9.80"
"06037195720, CA","06037195720","=""06037195720""","13.52"
"06037212620, CA","06037212620","=""06037212620""","10.13"
"06037571600, CA","06037571600","=""06037571600""","12.88"
"06037127103, CA","06037127103","=""06037127103""","4.91"
"06037205110, CA","06037205110","=""06037205110""","16.10"
"06037212502, CA","06037212502","=""06037212502""","14.90"
"06037267404, CA","06037267404","=""06037267404""","6.84"
"06037269903, CA","06037269903","=""06037269903""","6.45"
"06037226410, CA","06037226410","=""06037226410""","24.21"
"06037203710, CA","06037203710","=""06037203710""","10.76"
"06037532606, CA","06037532606","=""06037532606""","29.34"
"06037228410, CA","06037228410","=""06037228410""","13.14"
"06037228420, CA","06037228420","=""06037228420""","11.19"
"06037269907, CA","06037269907","=""06037269907""","8.09"
"06037242100, CA","06037242100","=""06037242100""","14.25"
"06037191301, CA","06037191301","=""06037191301""","12.45"
"06037191110, CA","06037191110","=""06037191110""","3.68"
"06037211410, CA","06037211410","=""06037211410""","14.36"
"06037208801, CA","06037208801","=""06037208801""","10.13"
"06037191720, CA","06037191720","=""06037191720""","11.78"
"06037204120, CA","06037204120","=""06037204120""","18.06"
"06037141303, CA","06037141303","=""06037141303""","3.49"
"06037208502, CA","06037208502","=""06037208502""","8.53"
"06037540201, CA","06037540201","=""06037540201""","8.29"
"06037272201, CA","06037272201","=""06037272201""","8.93"
"06037189905, CA","06037189905","=""06037189905""","4.03"
"06037214502, CA","06037214502","=""06037214502""","10.09"
"06037215102, CA","06037215102","=""06037215102""","2.76"
"06037207302, CA","06037207302","=""06037207302""","5.65"
"06037532604, CA","06037532604","=""06037532604""","18.34"
"06037267403, CA","06037267403","=""06037267403""","6.81"
"06037190520, CA","06037190520","=""06037190520""","3.18"
"06037192620, CA","06037192620","=""06037192620""","11.87"
"06037208501, CA","06037208501","=""06037208501""","15.48"
"06037195903, CA","06037195903","=""06037195903""","20.86"
"06037269905, CA","06037269905","=""06037269905""","5.20"
"06037302003, CA","06037302003","=""06037302003""","9.54"
"06037221110, CA","06037221110","=""06037221110""","25.74"
"06037221303, CA","06037221303","=""06037221303""","19.23"
"06037533502, CA","06037533502","=""06037533502""","12.22"
"06037106407, CA","06037106407","=""06037106407""","11.39"
"06037214503, CA","06037214503","=""06037214503""","6.73"
"06037209520, CA","06037209520","=""06037209520""","18.21"
"06037264103, CA","06037264103","=""06037264103""","3.14"
"06037106408, CA","06037106408","=""06037106408""","7.64"
"06037208401, CA","06037208401","=""06037208401""","7.33"
"06037236204, CA","06037236204","=""06037236204""","14.49"
"06037216402, CA","06037216402","=""06037216402""","9.08"
"06037191620, CA","06037191620","=""06037191620""","8.17"
"06037191420, CA","06037191420","=""06037191420""","12.84"
"06037221304, CA","06037221304","=""06037221304""","15.10"
"06037190201, CA","06037190201","=""06037190201""","4.46"
"06037603004, CA","06037603004","=""06037603004""","17.82"
"06037119342, CA","06037119342","=""06037119342""","7.65"
"06037209401, CA","06037209401","=""06037209401""","15.92"
"06037211121, CA","06037211121","=""06037211121""","8.53"
"06037212204, CA","06037212204","=""06037212204""","9.26"
"06037190202, CA","06037190202","=""06037190202""","5.37"
"06037208802, CA","06037208802","=""06037208802""","9.49"
"06037120107, CA","06037120107","=""06037120107""","1.99"
"06037269906, CA","06037269906","=""06037269906""","5.95"
"06037120106, CA","06037120106","=""06037120106""","8.46"
"06037212202, CA","06037212202","=""06037212202""","13.94"
"06037212304, CA","06037212304","=""06037212304""","14.50"
"06037191203, CA","06037191203","=""06037191203""","19.21"
"06037221820, CA","06037221820","=""06037221820""","17.29"
"06037117405, CA","06037117405","=""06037117405""","21.35"
"06037191204, CA","06037191204","=""06037191204""","6.86"
"06037117407, CA","06037117407","=""06037117407""","13.87"
"06037575803, CA","06037575803","=""06037575803""","15.75"
"06037213401, CA","06037213401","=""06037213401""","11.91"
"06037533105, CA","06037533105","=""06037533105""","12.52"
"06037211320, CA","06037211320","=""06037211320""","16.56"
"06037211804, CA","06037211804","=""06037211804""","9.70"
"06037212101, CA","06037212101","=""06037212101""","6.13"
"06037535606, CA","06037535606","=""06037535606""","30.38"
"06037211704, CA","06037211704","=""06037211704""","5.52"
"06037211703, CA","06037211703","=""06037211703""","5.68"
"06037208902, CA","06037208902","=""06037208902""","13.58"
"06037209510, CA","06037209510","=""06037209510""","14.30"
"06037224310, CA","06037224310","=""06037224310""","12.88"
"06037211202, CA","06037211202","=""06037211202""","22.50"
"06037209820, CA","06037209820","=""06037209820""","13.12"
"06037533503, CA","06037533503","=""06037533503""","19.02"
"06037208710, CA","06037208710","=""06037208710""","8.27"
"06037190401, CA","06037190401","=""06037190401""","4.16"
"06037208720, CA","06037208720","=""06037208720""","14.21"
"06037212306, CA","06037212306","=""06037212306""","15.26"
"06037189904, CA","06037189904","=""06037189904""","6.18"
"06037208903, CA","06037208903","=""06037208903""","14.18"
"06037190402, CA","06037190402","=""06037190402""","5.71"
"06037212410, CA","06037212410","=""06037212410""","7.70"
"06037212303, CA","06037212303","=""06037212303""","15.43"
"06037209810, CA","06037209810","=""06037209810""","16.55"
"06037265303, CA","06037265303","=""06037265303""","7.11"
"06037211310, CA","06037211310","=""06037211310""","8.69"
"06037212420, CA","06037212420","=""06037212420""","15.82"
"06037211803, CA","06037211803","=""06037211803""","5.53"
"06037211201, CA","06037211201","=""06037211201""","13.58"
"06037120103, CA","06037120103","=""06037120103""","4.36"
"06037212102, CA","06037212102","=""06037212102""","7.11"
"06037209403, CA","06037209403","=""06037209403""","14.46"
"06037211910, CA","06037211910","=""06037211910""","13.72"
"06037209402, CA","06037209402","=""06037209402""","9.76"
"06037207501, CA","06037207501","=""06037207501""","5.95"
"06037265304, CA","06037265304","=""06037265304""","7.63"
"06037209103, CA","06037209103","=""06037209103""","13.41"
"06037119340, CA","06037119340","=""06037119340""","5.36"
"06037208904, CA","06037208904","=""06037208904""","13.09"
"06037212305, CA","06037212305","=""06037212305""","12.21"
"06037212203, CA","06037212203","=""06037212203""","4.41"
"06037208301, CA","06037208301","=""06037208301""","16.55"
"06037211922, CA","06037211922","=""06037211922""","6.92"
"06037211921, CA","06037211921","=""06037211921""","8.51"
"06037189903, CA","06037189903","=""06037189903""","6.08"
"06037212501, CA","06037212501","=""06037212501""","10.97"
"06037209104, CA","06037209104","=""06037209104""","15.69"

"Location: Los Angeles (County, 2010)"

"Census Tract Boundary Year: 2010"

"Indicator source: Census"
"http://www.policymap.com/our-data-directory.html#Census:%20Decennial%20Census%20and%20American%20Community%20Survey%20(ACS)"

"When using PolicyMap data in your work, please consult the Terms of Use and the instructions for Citing Us:"
"https://www.policymap.com/terms/"
"https://www.policymap.com/citing/"
